k,genotype,consensus,classes,periods,transients,p_state,p_pop
2,B>A.writeA|B>A.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>A.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeB|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.write~|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqA|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.reqB|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.req~|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.self|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeA|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeA|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeA|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeA|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeA|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeA|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeA|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeA|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeA|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeB|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeB|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeB|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeB|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeB|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeB|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeB|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.writeB|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.write~|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.write~|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.write~|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.write~|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.write~|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.write~|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>B.write~|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqA|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqA|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqA|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqA|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqA|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqA|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqB|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqB|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqB|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqB|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.reqB|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.req~|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.req~|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.req~|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.req~|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.self|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.self|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.self|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.writeA|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.writeA|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>~.writeB|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
